,bathrooms,bedrooms,garage,location,other,price,title
5927,2,3,Alarm,319-frangipani-street,"[u'Alarm', u'Garden Cott.', u'Patio', u'1 Ss Lamont 319 Frangipani Street', u'Insolvencies']",R 1 650 000,House in La Montagne
5928,2,3,5 Lemon Tree Apartments 141 Albertus Street,141-albertus-street,"[u'5 Lemon Tree Apartments 141 Albertus Street', u'Erna van Nel']",R 1 100 000,Cluster in La Montagne
5929,2,3,1 Lemon Tree Apartments 141 Albertus Street,141-albertus-street,"[u'1 Lemon Tree Apartments 141 Albertus Street', u'Erna van Nel']",R 1 100 000,Cluster in La Montagne
5930,2,3,6388 Soetdoring Erf 3053 394 Petrick Avenue,394-petrick-avenue,"[u'6388 Soetdoring Erf 3053 394 Petrick Avenue', u'Nelis Bezuidenhout']",R 1 170 000,Townhouse in Faerie Glen
5931,1,3,1,374-alfa,"[u'1', u'Pool', u'374 Alfa']",R 1 175 000,House in Silverton
5932,2,3,1,1-furrow-street,"[u'1', u'Access Gate', u'Elec. Fencing', u'BIC', u'Built-in-Braai', u'20 Outeniqua 1 Furrow Street', u'Mariette Myburgh']",R 1 250 000,Townhouse in Equestria
5933,2,3,2,00-ouklipmuur-avenue,"[u'2', u'Pets', u'Access Gate', u'Intercom', u'Patio', u'00 Zamar Place 00 Ouklipmuur Avenue']",R 1 280 000,Simplex in Equestria
5934,1,3,300 Moreletta Street,300-moreletta-street,[u'300 Moreletta Street'],R 1 280 000,House in Silverton
5935,1,3,2,2000-carinus,"[u'2', u'Pets', u'2000 Carinus']",R 1 280 000,House in Meyerspark
5936,2,3,1,1-equestria,"[u'1', u'Pets', u'211 Equestria 1 Equestria', u'Danielle Gerber']",R 1 285 000,Townhouse in Equestria
5937,2,3,1,30-onida-avenue-val-de-grace,"[u'1', u'Access Gate', u'BIC', u'30 Onida Avenue Val De Grace', u'Mhlalikwana Real Estate', u'Mhlalikwana Real Estate', u'Mhlalikwana Real Estate']",R 1 300 000,House in Silverton
5938,1,2,Access Gate,678-farm,"[u'Access Gate', u'Security Post', u'Patio', u'BIC', u'Pretoria Oss Retirement Village 678 Farm']",R 1 300 000,Apartment in Equestria
5939,2,3,1,49-piet-low-street,"[u'1', u'Pets', u'Alarm', u'Access Gate', u'Elec. Fencing', u'49 Piet Low Street', u'Christene Economou', u'Christene Economou', u'Christene Economou']",R 1 345 000,Townhouse in Die Wilgers
5940,2,3,2,650-furrow-road,"[u'2', u'Pets', u'650 Furrow Road']",R 1 350 000,Townhouse in Equestria
5941,2,3,1,piet-louw-street,"[u'1', u'Access Gate', u'Elec. Fencing', u'BIC', u'15 Palala Piet Louw Street', u'Marietjie Prinsloo']",R 1 365 000,Simplex in Die Wilgers
5942,2,4,2,209-kokkewiet-street,"[u'2', u'Alarm', u'Pool', u'Patio', u'Clubhouse', u'209 Kokkewiet Street']",R 1 370 000,House in Silverton
5943,2,3,2,31-oppiebult-31-plettenberg-street,"[u'2', u'Alarm', u'Pool', u'Paving', u'Pantry', u'31 Oppiebult 31 - Plettenberg Street', u'Christie van Heerden']",R 1 380 000,Townhouse in Faerie Glen
5944,2,3,2,glen-road,"[u'2', u'Access Gate', u'Patio', u'24 Antigua Glen Road', u'Marietjie Prinsloo']",R 1 395 000,House in Equestria
5945,3,3,1,stellanie,"[u'1', u'Pets', u'63 Forest Weaver Stellanie', u'Melain Fourie']",R 1 399 000,Townhouse in Willow Park Manor
5946,2,3,2,1-glen-road,"[u'2', u'Alarm', u'Elec. Fencing', u'Security Post', u'BIC', u'1 Outeniqua 1 Glen Road', u'Marietjie Prinsloo']",R 1 420 000,Townhouse in Equestria
5947,2,3,1,255-albertus-street,"[u'1', u'Pantry', u'Mount Grace 255 Albertus Street', u'Alton Mushazhirwa']",R 1 430 000,Townhouse in La Montagne
5948,2,4,2,179-brenda-road,"[u'2', u'Pool', u'Staff Quarters', u'179 Brenda Road', u'Gunter Dockendorf']",R 1 550 000,House in Murrayfield
5949,2.5,4,2,1060-cura-avenue,"[u'2', u'Pets', u'Staff Quarters', u'1060 Cura Avenue', u'Will Labuschagne']",R 1 600 000,Townhouse in Equestria
5950,2,3,2,421-janine-street,"[u'2', u'Pets', u'Access Gate', u'Elec. Fencing', u'Patio', u'17 Willow Mews 421 Janine Street', u'Heleen Matthee']",R 1 650 000,House in Die Wilgers
5951,2,3,Alarm,319-frangipani-street,"[u'Alarm', u'Garden Cott.', u'Patio', u'1 Ss Lamont 319 Frangipani Street', u'Insolvencies']",R 1 650 000,House in La Montagne
5952,2,3,4 Lemon Tree Apartments 141 Albertus Street,141-albertus-street,"[u'4 Lemon Tree Apartments 141 Albertus Street', u'Erna van Nel']",R 1 100 000,Cluster in La Montagne
5953,2,3,1 Lemon Tree Apartments 141 Albertus Street,141-albertus-street,"[u'1 Lemon Tree Apartments 141 Albertus Street', u'Erna van Nel']",R 1 100 000,Cluster in La Montagne
5954,2,3,6388 Soetdoring Erf 3053 394 Petrick Avenue,394-petrick-avenue,"[u'6388 Soetdoring Erf 3053 394 Petrick Avenue', u'Nelis Bezuidenhout']",R 1 170 000,Townhouse in Faerie Glen
5955,1,3,1,374-alfa,"[u'1', u'Pool', u'374 Alfa']",R 1 175 000,House in Silverton
5956,2,3,1,1-furrow-street,"[u'1', u'Access Gate', u'Elec. Fencing', u'BIC', u'Built-in-Braai', u'20 Outeniqua 1 Furrow Street', u'Mariette Myburgh']",R 1 250 000,Townhouse in Equestria
5957,2,3,2,00-ouklipmuur-avenue,"[u'2', u'Pets', u'Access Gate', u'Intercom', u'Patio', u'00 Zamar Place 00 Ouklipmuur Avenue']",R 1 280 000,Simplex in Equestria
5958,1,3,300 Moreletta Street,300-moreletta-street,[u'300 Moreletta Street'],R 1 280 000,House in Silverton
5959,1,3,2,2000-carinus,"[u'2', u'Pets', u'2000 Carinus']",R 1 280 000,House in Meyerspark
5960,2,3,1,1-equestria,"[u'1', u'Pets', u'211 Equestria 1 Equestria', u'Danielle Gerber']",R 1 285 000,Townhouse in Equestria
5961,2,3,1,30-onida-avenue-val-de-grace,"[u'1', u'Access Gate', u'BIC', u'30 Onida Avenue Val De Grace', u'Mhlalikwana Real Estate', u'Mhlalikwana Real Estate', u'Mhlalikwana Real Estate']",R 1 300 000,House in Silverton
5962,1,2,Access Gate,678-farm,"[u'Access Gate', u'Security Post', u'Patio', u'BIC', u'Pretoria Oss Retirement Village 678 Farm']",R 1 300 000,Apartment in Equestria
5963,2,3,1,49-piet-low-street,"[u'1', u'Pets', u'Alarm', u'Access Gate', u'Elec. Fencing', u'49 Piet Low Street', u'Christene Economou', u'Christene Economou', u'Christene Economou']",R 1 345 000,Townhouse in Die Wilgers
5964,2,3,2,650-furrow-road,"[u'2', u'Pets', u'650 Furrow Road']",R 1 350 000,Townhouse in Equestria
5965,2,3,1,piet-louw-street,"[u'1', u'Access Gate', u'Elec. Fencing', u'BIC', u'15 Palala Piet Louw Street', u'Marietjie Prinsloo']",R 1 365 000,Simplex in Die Wilgers
5966,2,4,2,209-kokkewiet-street,"[u'2', u'Alarm', u'Pool', u'Patio', u'Clubhouse', u'209 Kokkewiet Street']",R 1 370 000,House in Silverton
5967,2,3,2,31-oppiebult-31-plettenberg-street,"[u'2', u'Alarm', u'Pool', u'Paving', u'Pantry', u'31 Oppiebult 31 - Plettenberg Street', u'Christie van Heerden']",R 1 380 000,Townhouse in Faerie Glen
5968,2,3,2,glen-road,"[u'2', u'Access Gate', u'Patio', u'24 Antigua Glen Road', u'Marietjie Prinsloo']",R 1 395 000,House in Equestria
5969,3,3,1,stellanie,"[u'1', u'Pets', u'63 Forest Weaver Stellanie', u'Melain Fourie']",R 1 399 000,Townhouse in Willow Park Manor
5970,2,3,2,1-glen-road,"[u'2', u'Alarm', u'Elec. Fencing', u'Security Post', u'BIC', u'1 Outeniqua 1 Glen Road', u'Marietjie Prinsloo']",R 1 420 000,Townhouse in Equestria
5971,2,3,1,255-albertus-street,"[u'1', u'Pantry', u'Mount Grace 255 Albertus Street', u'Alton Mushazhirwa']",R 1 430 000,Townhouse in La Montagne
5972,2,4,2,179-brenda-road,"[u'2', u'Pool', u'Staff Quarters', u'179 Brenda Road', u'Gunter Dockendorf']",R 1 550 000,House in Murrayfield
5973,2.5,4,2,1060-cura-avenue,"[u'2', u'Pets', u'Staff Quarters', u'1060 Cura Avenue', u'Will Labuschagne']",R 1 600 000,Townhouse in Equestria
5974,2,3,2,421-janine-street,"[u'2', u'Pets', u'Access Gate', u'Elec. Fencing', u'Patio', u'17 Willow Mews 421 Janine Street', u'Heleen Matthee']",R 1 650 000,House in Die Wilgers
5975,2,3,Alarm,319-frangipani-street,"[u'Alarm', u'Garden Cott.', u'Patio', u'1 Ss Lamont 319 Frangipani Street', u'Insolvencies']",R 1 650 000,House in La Montagne
5976,2,3,4 Lemon Tree Apartments 141 Albertus Street,141-albertus-street,"[u'4 Lemon Tree Apartments 141 Albertus Street', u'Erna van Nel']",R 1 100 000,Cluster in La Montagne
5977,2,3,1 Lemon Tree Apartments 141 Albertus Street,141-albertus-street,"[u'1 Lemon Tree Apartments 141 Albertus Street', u'Erna van Nel']",R 1 100 000,Cluster in La Montagne
5978,2,3,6388 Soetdoring Erf 3053 394 Petrick Avenue,394-petrick-avenue,"[u'6388 Soetdoring Erf 3053 394 Petrick Avenue', u'Nelis Bezuidenhout']",R 1 170 000,Townhouse in Faerie Glen
5979,1,3,1,374-alfa,"[u'1', u'Pool', u'374 Alfa']",R 1 175 000,House in Silverton
5980,2,3,1,1-furrow-street,"[u'1', u'Access Gate', u'Elec. Fencing', u'BIC', u'Built-in-Braai', u'20 Outeniqua 1 Furrow Street', u'Mariette Myburgh']",R 1 250 000,Townhouse in Equestria
5981,2,3,2,00-ouklipmuur-avenue,"[u'2', u'Pets', u'Access Gate', u'Intercom', u'Patio', u'00 Zamar Place 00 Ouklipmuur Avenue']",R 1 280 000,Simplex in Equestria
5982,1,3,300 Moreletta Street,300-moreletta-street,[u'300 Moreletta Street'],R 1 280 000,House in Silverton
5983,1,3,2,2000-carinus,"[u'2', u'Pets', u'2000 Carinus']",R 1 280 000,House in Meyerspark
5984,2,3,1,1-equestria,"[u'1', u'Pets', u'211 Equestria 1 Equestria', u'Danielle Gerber']",R 1 285 000,Townhouse in Equestria
5985,2,3,1,30-onida-avenue-val-de-grace,"[u'1', u'Access Gate', u'BIC', u'30 Onida Avenue Val De Grace', u'Mhlalikwana Real Estate', u'Mhlalikwana Real Estate', u'Mhlalikwana Real Estate']",R 1 300 000,House in Silverton
5986,1,2,Access Gate,678-farm,"[u'Access Gate', u'Security Post', u'Patio', u'BIC', u'Pretoria Oss Retirement Village 678 Farm']",R 1 300 000,Apartment in Equestria
5987,2,3,1,49-piet-low-street,"[u'1', u'Pets', u'Alarm', u'Access Gate', u'Elec. Fencing', u'49 Piet Low Street', u'Christene Economou', u'Christene Economou', u'Christene Economou']",R 1 345 000,Townhouse in Die Wilgers
5988,2,3,2,650-furrow-road,"[u'2', u'Pets', u'650 Furrow Road']",R 1 350 000,Townhouse in Equestria
5989,2,3,1,piet-louw-street,"[u'1', u'Access Gate', u'Elec. Fencing', u'BIC', u'15 Palala Piet Louw Street', u'Marietjie Prinsloo']",R 1 365 000,Simplex in Die Wilgers
5990,2,4,2,209-kokkewiet-street,"[u'2', u'Alarm', u'Pool', u'Patio', u'Clubhouse', u'209 Kokkewiet Street']",R 1 370 000,House in Silverton
5991,2,3,2,31-oppiebult-31-plettenberg-street,"[u'2', u'Alarm', u'Pool', u'Paving', u'Pantry', u'31 Oppiebult 31 - Plettenberg Street', u'Christie van Heerden']",R 1 380 000,Townhouse in Faerie Glen
5992,2,3,2,glen-road,"[u'2', u'Access Gate', u'Patio', u'24 Antigua Glen Road', u'Marietjie Prinsloo']",R 1 395 000,House in Equestria
5993,3,3,1,stellanie,"[u'1', u'Pets', u'63 Forest Weaver Stellanie', u'Melain Fourie']",R 1 399 000,Townhouse in Willow Park Manor
5994,2,3,2,1-glen-road,"[u'2', u'Alarm', u'Elec. Fencing', u'Security Post', u'BIC', u'1 Outeniqua 1 Glen Road', u'Marietjie Prinsloo']",R 1 420 000,Townhouse in Equestria
5995,2,3,1,255-albertus-street,"[u'1', u'Pantry', u'Mount Grace 255 Albertus Street', u'Alton Mushazhirwa']",R 1 430 000,Townhouse in La Montagne
5996,2,4,2,179-brenda-road,"[u'2', u'Pool', u'Staff Quarters', u'179 Brenda Road', u'Gunter Dockendorf']",R 1 550 000,House in Murrayfield
5997,2.5,4,2,1060-cura-avenue,"[u'2', u'Pets', u'Staff Quarters', u'1060 Cura Avenue', u'Will Labuschagne']",R 1 600 000,Townhouse in Equestria
5998,2,3,2,421-janine-street,"[u'2', u'Pets', u'Access Gate', u'Elec. Fencing', u'Patio', u'17 Willow Mews 421 Janine Street', u'Heleen Matthee']",R 1 650 000,House in Die Wilgers
5999,2,3,Alarm,319-frangipani-street,"[u'Alarm', u'Garden Cott.', u'Patio', u'1 Ss Lamont 319 Frangipani Street', u'Insolvencies']",R 1 650 000,House in La Montagne
6000,2,3,5 Lemon Tree Apartments 141 Albertus Street,141-albertus-street,"[u'5 Lemon Tree Apartments 141 Albertus Street', u'Erna van Nel']",R 1 100 000,Cluster in La Montagne
6001,2,3,4 Lemon Tree Apartments 141 Albertus Street,141-albertus-street,"[u'4 Lemon Tree Apartments 141 Albertus Street', u'Erna van Nel']",R 1 100 000,Cluster in La Montagne
6002,2,3,6388 Soetdoring Erf 3053 394 Petrick Avenue,394-petrick-avenue,"[u'6388 Soetdoring Erf 3053 394 Petrick Avenue', u'Nelis Bezuidenhout']",R 1 170 000,Townhouse in Faerie Glen
6003,1,3,1,374-alfa,"[u'1', u'Pool', u'374 Alfa']",R 1 175 000,House in Silverton
6004,2,3,1,1-furrow-street,"[u'1', u'Access Gate', u'Elec. Fencing', u'BIC', u'Built-in-Braai', u'20 Outeniqua 1 Furrow Street', u'Mariette Myburgh']",R 1 250 000,Townhouse in Equestria
6005,2,3,2,00-ouklipmuur-avenue,"[u'2', u'Pets', u'Access Gate', u'Intercom', u'Patio', u'00 Zamar Place 00 Ouklipmuur Avenue']",R 1 280 000,Simplex in Equestria
6006,1,3,300 Moreletta Street,300-moreletta-street,[u'300 Moreletta Street'],R 1 280 000,House in Silverton
6007,1,3,2,2000-carinus,"[u'2', u'Pets', u'2000 Carinus']",R 1 280 000,House in Meyerspark
6008,2,3,1,1-equestria,"[u'1', u'Pets', u'211 Equestria 1 Equestria', u'Danielle Gerber']",R 1 285 000,Townhouse in Equestria
6009,2,3,1,30-onida-avenue-val-de-grace,"[u'1', u'Access Gate', u'BIC', u'30 Onida Avenue Val De Grace', u'Mhlalikwana Real Estate', u'Mhlalikwana Real Estate', u'Mhlalikwana Real Estate']",R 1 300 000,House in Silverton
6010,1,2,Access Gate,678-farm,"[u'Access Gate', u'Security Post', u'Patio', u'BIC', u'Pretoria Oss Retirement Village 678 Farm']",R 1 300 000,Apartment in Equestria
6011,2,3,1,49-piet-low-street,"[u'1', u'Pets', u'Alarm', u'Access Gate', u'Elec. Fencing', u'49 Piet Low Street', u'Christene Economou', u'Christene Economou', u'Christene Economou']",R 1 345 000,Townhouse in Die Wilgers
6012,2,3,2,650-furrow-road,"[u'2', u'Pets', u'650 Furrow Road']",R 1 350 000,Townhouse in Equestria
6013,2,3,1,piet-louw-street,"[u'1', u'Access Gate', u'Elec. Fencing', u'BIC', u'15 Palala Piet Louw Street', u'Marietjie Prinsloo']",R 1 365 000,Simplex in Die Wilgers
6014,2,4,2,209-kokkewiet-street,"[u'2', u'Alarm', u'Pool', u'Patio', u'Clubhouse', u'209 Kokkewiet Street']",R 1 370 000,House in Silverton
6015,2,3,2,31-oppiebult-31-plettenberg-street,"[u'2', u'Alarm', u'Pool', u'Paving', u'Pantry', u'31 Oppiebult 31 - Plettenberg Street', u'Christie van Heerden']",R 1 380 000,Townhouse in Faerie Glen
6016,2,3,2,glen-road,"[u'2', u'Access Gate', u'Patio', u'24 Antigua Glen Road', u'Marietjie Prinsloo']",R 1 395 000,House in Equestria
6017,3,3,1,stellanie,"[u'1', u'Pets', u'63 Forest Weaver Stellanie', u'Melain Fourie']",R 1 399 000,Townhouse in Willow Park Manor
6018,2,3,2,1-glen-road,"[u'2', u'Alarm', u'Elec. Fencing', u'Security Post', u'BIC', u'1 Outeniqua 1 Glen Road', u'Marietjie Prinsloo']",R 1 420 000,Townhouse in Equestria
6019,2,3,1,255-albertus-street,"[u'1', u'Pantry', u'Mount Grace 255 Albertus Street', u'Alton Mushazhirwa']",R 1 430 000,Townhouse in La Montagne
6020,2,4,2,179-brenda-road,"[u'2', u'Pool', u'Staff Quarters', u'179 Brenda Road', u'Gunter Dockendorf']",R 1 550 000,House in Murrayfield
6021,2.5,4,2,1060-cura-avenue,"[u'2', u'Pets', u'Staff Quarters', u'1060 Cura Avenue', u'Will Labuschagne']",R 1 600 000,Townhouse in Equestria
6022,2,3,2,421-janine-street,"[u'2', u'Pets', u'Access Gate', u'Elec. Fencing', u'Patio', u'17 Willow Mews 421 Janine Street', u'Heleen Matthee']",R 1 650 000,House in Die Wilgers
6023,2,3,Alarm,319-frangipani-street,"[u'Alarm', u'Garden Cott.', u'Patio', u'1 Ss Lamont 319 Frangipani Street', u'Insolvencies']",R 1 650 000,House in La Montagne
6024,2,3,5 Lemon Tree Apartments 141 Albertus Street,141-albertus-street,"[u'5 Lemon Tree Apartments 141 Albertus Street', u'Erna van Nel']",R 1 100 000,Cluster in La Montagne
6025,2,3,4 Lemon Tree Apartments 141 Albertus Street,141-albertus-street,"[u'4 Lemon Tree Apartments 141 Albertus Street', u'Erna van Nel']",R 1 100 000,Cluster in La Montagne
6026,2,3,6388 Soetdoring Erf 3053 394 Petrick Avenue,394-petrick-avenue,"[u'6388 Soetdoring Erf 3053 394 Petrick Avenue', u'Nelis Bezuidenhout']",R 1 170 000,Townhouse in Faerie Glen
6027,1,3,1,374-alfa,"[u'1', u'Pool', u'374 Alfa']",R 1 175 000,House in Silverton
6028,2,3,1,1-furrow-street,"[u'1', u'Access Gate', u'Elec. Fencing', u'BIC', u'Built-in-Braai', u'20 Outeniqua 1 Furrow Street', u'Mariette Myburgh']",R 1 250 000,Townhouse in Equestria
6029,2,3,2,00-ouklipmuur-avenue,"[u'2', u'Pets', u'Access Gate', u'Intercom', u'Patio', u'00 Zamar Place 00 Ouklipmuur Avenue']",R 1 280 000,Simplex in Equestria
6030,1,3,300 Moreletta Street,300-moreletta-street,[u'300 Moreletta Street'],R 1 280 000,House in Silverton
6031,1,3,2,2000-carinus,"[u'2', u'Pets', u'2000 Carinus']",R 1 280 000,House in Meyerspark
6032,2,3,1,1-equestria,"[u'1', u'Pets', u'211 Equestria 1 Equestria', u'Danielle Gerber']",R 1 285 000,Townhouse in Equestria
6033,2,3,1,30-onida-avenue-val-de-grace,"[u'1', u'Access Gate', u'BIC', u'30 Onida Avenue Val De Grace', u'Mhlalikwana Real Estate', u'Mhlalikwana Real Estate', u'Mhlalikwana Real Estate']",R 1 300 000,House in Silverton
6034,1,2,Access Gate,678-farm,"[u'Access Gate', u'Security Post', u'Patio', u'BIC', u'Pretoria Oss Retirement Village 678 Farm']",R 1 300 000,Apartment in Equestria
6035,2,3,1,49-piet-low-street,"[u'1', u'Pets', u'Alarm', u'Access Gate', u'Elec. Fencing', u'49 Piet Low Street', u'Christene Economou', u'Christene Economou', u'Christene Economou']",R 1 345 000,Townhouse in Die Wilgers
6036,2,3,2,650-furrow-road,"[u'2', u'Pets', u'650 Furrow Road']",R 1 350 000,Townhouse in Equestria
6037,2,3,1,piet-louw-street,"[u'1', u'Access Gate', u'Elec. Fencing', u'BIC', u'15 Palala Piet Louw Street', u'Marietjie Prinsloo']",R 1 365 000,Simplex in Die Wilgers
6038,2,4,2,209-kokkewiet-street,"[u'2', u'Alarm', u'Pool', u'Patio', u'Clubhouse', u'209 Kokkewiet Street']",R 1 370 000,House in Silverton
6039,2,3,2,31-oppiebult-31-plettenberg-street,"[u'2', u'Alarm', u'Pool', u'Paving', u'Pantry', u'31 Oppiebult 31 - Plettenberg Street', u'Christie van Heerden']",R 1 380 000,Townhouse in Faerie Glen
6040,2,3,2,glen-road,"[u'2', u'Access Gate', u'Patio', u'24 Antigua Glen Road', u'Marietjie Prinsloo']",R 1 395 000,House in Equestria
6041,3,3,1,stellanie,"[u'1', u'Pets', u'63 Forest Weaver Stellanie', u'Melain Fourie']",R 1 399 000,Townhouse in Willow Park Manor
6042,2,3,2,1-glen-road,"[u'2', u'Alarm', u'Elec. Fencing', u'Security Post', u'BIC', u'1 Outeniqua 1 Glen Road', u'Marietjie Prinsloo']",R 1 420 000,Townhouse in Equestria
6043,2,3,1,255-albertus-street,"[u'1', u'Pantry', u'Mount Grace 255 Albertus Street', u'Alton Mushazhirwa']",R 1 430 000,Townhouse in La Montagne
6044,2,4,2,179-brenda-road,"[u'2', u'Pool', u'Staff Quarters', u'179 Brenda Road', u'Gunter Dockendorf']",R 1 550 000,House in Murrayfield
6045,2.5,4,2,1060-cura-avenue,"[u'2', u'Pets', u'Staff Quarters', u'1060 Cura Avenue', u'Will Labuschagne']",R 1 600 000,Townhouse in Equestria
6046,2,3,2,421-janine-street,"[u'2', u'Pets', u'Access Gate', u'Elec. Fencing', u'Patio', u'17 Willow Mews 421 Janine Street', u'Heleen Matthee']",R 1 650 000,House in Die Wilgers
6047,2,3,Alarm,319-frangipani-street,"[u'Alarm', u'Garden Cott.', u'Patio', u'1 Ss Lamont 319 Frangipani Street', u'Insolvencies']",R 1 650 000,House in La Montagne
6048,2,3,4 Lemon Tree Apartments 141 Albertus Street,141-albertus-street,"[u'4 Lemon Tree Apartments 141 Albertus Street', u'Erna van Nel']",R 1 100 000,Cluster in La Montagne
6049,2,3,1 Lemon Tree Apartments 141 Albertus Street,141-albertus-street,"[u'1 Lemon Tree Apartments 141 Albertus Street', u'Erna van Nel']",R 1 100 000,Cluster in La Montagne
6050,2,3,6388 Soetdoring Erf 3053 394 Petrick Avenue,394-petrick-avenue,"[u'6388 Soetdoring Erf 3053 394 Petrick Avenue', u'Nelis Bezuidenhout']",R 1 170 000,Townhouse in Faerie Glen
6051,1,3,1,374-alfa,"[u'1', u'Pool', u'374 Alfa']",R 1 175 000,House in Silverton
6052,2,3,1,1-furrow-street,"[u'1', u'Access Gate', u'Elec. Fencing', u'BIC', u'Built-in-Braai', u'20 Outeniqua 1 Furrow Street', u'Mariette Myburgh']",R 1 250 000,Townhouse in Equestria
6053,2,3,2,00-ouklipmuur-avenue,"[u'2', u'Pets', u'Access Gate', u'Intercom', u'Patio', u'00 Zamar Place 00 Ouklipmuur Avenue']",R 1 280 000,Simplex in Equestria
6054,1,3,300 Moreletta Street,300-moreletta-street,[u'300 Moreletta Street'],R 1 280 000,House in Silverton
6055,1,3,2,2000-carinus,"[u'2', u'Pets', u'2000 Carinus']",R 1 280 000,House in Meyerspark
6056,2,3,1,1-equestria,"[u'1', u'Pets', u'211 Equestria 1 Equestria', u'Danielle Gerber']",R 1 285 000,Townhouse in Equestria
6057,2,3,1,30-onida-avenue-val-de-grace,"[u'1', u'Access Gate', u'BIC', u'30 Onida Avenue Val De Grace', u'Mhlalikwana Real Estate', u'Mhlalikwana Real Estate', u'Mhlalikwana Real Estate']",R 1 300 000,House in Silverton
6058,1,2,Access Gate,678-farm,"[u'Access Gate', u'Security Post', u'Patio', u'BIC', u'Pretoria Oss Retirement Village 678 Farm']",R 1 300 000,Apartment in Equestria
6059,2,3,1,49-piet-low-street,"[u'1', u'Pets', u'Alarm', u'Access Gate', u'Elec. Fencing', u'49 Piet Low Street', u'Christene Economou', u'Christene Economou', u'Christene Economou']",R 1 345 000,Townhouse in Die Wilgers
6060,2,3,2,650-furrow-road,"[u'2', u'Pets', u'650 Furrow Road']",R 1 350 000,Townhouse in Equestria
6061,2,3,1,piet-louw-street,"[u'1', u'Access Gate', u'Elec. Fencing', u'BIC', u'15 Palala Piet Louw Street', u'Marietjie Prinsloo']",R 1 365 000,Simplex in Die Wilgers
6062,2,4,2,209-kokkewiet-street,"[u'2', u'Alarm', u'Pool', u'Patio', u'Clubhouse', u'209 Kokkewiet Street']",R 1 370 000,House in Silverton
6063,2,3,2,31-oppiebult-31-plettenberg-street,"[u'2', u'Alarm', u'Pool', u'Paving', u'Pantry', u'31 Oppiebult 31 - Plettenberg Street', u'Christie van Heerden']",R 1 380 000,Townhouse in Faerie Glen
6064,2,3,2,glen-road,"[u'2', u'Access Gate', u'Patio', u'24 Antigua Glen Road', u'Marietjie Prinsloo']",R 1 395 000,House in Equestria
6065,3,3,1,stellanie,"[u'1', u'Pets', u'63 Forest Weaver Stellanie', u'Melain Fourie']",R 1 399 000,Townhouse in Willow Park Manor
6066,2,3,2,1-glen-road,"[u'2', u'Alarm', u'Elec. Fencing', u'Security Post', u'BIC', u'1 Outeniqua 1 Glen Road', u'Marietjie Prinsloo']",R 1 420 000,Townhouse in Equestria
6067,2,3,1,255-albertus-street,"[u'1', u'Pantry', u'Mount Grace 255 Albertus Street', u'Alton Mushazhirwa']",R 1 430 000,Townhouse in La Montagne
6068,2,4,2,179-brenda-road,"[u'2', u'Pool', u'Staff Quarters', u'179 Brenda Road', u'Gunter Dockendorf']",R 1 550 000,House in Murrayfield
6069,2.5,4,2,1060-cura-avenue,"[u'2', u'Pets', u'Staff Quarters', u'1060 Cura Avenue', u'Will Labuschagne']",R 1 600 000,Townhouse in Equestria
6070,2,3,2,421-janine-street,"[u'2', u'Pets', u'Access Gate', u'Elec. Fencing', u'Patio', u'17 Willow Mews 421 Janine Street', u'Heleen Matthee']",R 1 650 000,House in Die Wilgers
6071,2,3,Alarm,319-frangipani-street,"[u'Alarm', u'Garden Cott.', u'Patio', u'1 Ss Lamont 319 Frangipani Street', u'Insolvencies']",R 1 650 000,House in La Montagne
6072,2,3,4 Lemon Tree Apartments 141 Albertus Street,141-albertus-street,"[u'4 Lemon Tree Apartments 141 Albertus Street', u'Erna van Nel']",R 1 100 000,Cluster in La Montagne
6073,2,3,1 Lemon Tree Apartments 141 Albertus Street,141-albertus-street,"[u'1 Lemon Tree Apartments 141 Albertus Street', u'Erna van Nel']",R 1 100 000,Cluster in La Montagne
6074,2,3,6388 Soetdoring Erf 3053 394 Petrick Avenue,394-petrick-avenue,"[u'6388 Soetdoring Erf 3053 394 Petrick Avenue', u'Nelis Bezuidenhout']",R 1 170 000,Townhouse in Faerie Glen
6075,1,3,1,374-alfa,"[u'1', u'Pool', u'374 Alfa']",R 1 175 000,House in Silverton
6076,2,3,1,1-furrow-street,"[u'1', u'Access Gate', u'Elec. Fencing', u'BIC', u'Built-in-Braai', u'20 Outeniqua 1 Furrow Street', u'Mariette Myburgh']",R 1 250 000,Townhouse in Equestria
6077,2,3,2,00-ouklipmuur-avenue,"[u'2', u'Pets', u'Access Gate', u'Intercom', u'Patio', u'00 Zamar Place 00 Ouklipmuur Avenue']",R 1 280 000,Simplex in Equestria
6078,1,3,300 Moreletta Street,300-moreletta-street,[u'300 Moreletta Street'],R 1 280 000,House in Silverton
6079,1,3,2,2000-carinus,"[u'2', u'Pets', u'2000 Carinus']",R 1 280 000,House in Meyerspark
6080,2,3,1,1-equestria,"[u'1', u'Pets', u'211 Equestria 1 Equestria', u'Danielle Gerber']",R 1 285 000,Townhouse in Equestria
6081,2,3,1,30-onida-avenue-val-de-grace,"[u'1', u'Access Gate', u'BIC', u'30 Onida Avenue Val De Grace', u'Mhlalikwana Real Estate', u'Mhlalikwana Real Estate', u'Mhlalikwana Real Estate']",R 1 300 000,House in Silverton
